[25/04/24, 6:52:55 PM] O2: Shsus
[09/11/24, 2:32:40 AM] Aman: Sone
[09/11/24, 2:32:43 AM] Aman: 5 min me
[09/11/24, 2:32:58 AM] O2: Abhi tak kya kr rhe the
[09/11/24, 2:33:09 AM] Aman: Pehle assignment kiya
[09/11/24, 2:33:13 AM] Aman: Phir YouTube
[09/11/24, 2:33:23 AM] O2: Achha
[09/11/24, 2:33:26 AM] Aman: Hmm
[09/11/24, 2:33:35 AM] O2: Thik h fir
[09/11/24, 2:33:38 AM] Aman: Hmm
[09/11/24, 2:33:52 AM] O2: Bye
[09/11/24, 2:33:59 AM] Aman: Call kare ?
[09/11/24, 2:34:12 AM] O2: Ha
[09/11/24, 2:34:16 AM] Aman: Ok
[09/11/24, 2:34:20 AM] Aman: Bus 2 min huh !
[09/11/24, 2:34:25 AM] O2: Hm
[09/11/24, 10:30:51 PM] Aman: karta hu thodi der me!
[09/11/24, 10:36:33 PM] Aman: log aa gye yahan🥲
[09/11/24, 10:39:41 PM] O2: 🥲
[10/11/24, 1:17:30 AM] Aman: call krna ok
[10/11/24, 2:44:17 AM] O2: .
[10/11/24, 2:59:06 AM] Aman: hi
[10/11/24, 7:18:07 AM] O2: Good morning
[10/11/24, 8:26:39 AM] Aman: Good morning🫶🏻💕
[10/11/24, 8:26:59 AM] Aman: Sorry kal Bina wish kare so gya tha
[10/11/24, 8:33:04 AM] O2: Mai so gyi thi 🙄😓
[10/11/24, 1:08:12 PM] Aman: sorry
[10/11/24, 1:08:55 PM] Aman: sorry
[10/11/24, 1:08:59 PM] Aman: sorry
[10/11/24, 1:09:01 PM] O2: Lunch krne ja rhi bye
[10/11/24, 1:09:08 PM] Aman: ek min karlo
[10/11/24, 1:09:09 PM] Aman: pls
[10/11/24, 1:09:14 PM] Aman: bus bye bolunga
[10/11/24, 1:09:16 PM] O2: 1:30tak hota h
[10/11/24, 1:09:21 PM] O2: Nhi
[10/11/24, 1:09:23 PM] O2: Bye
[10/11/24, 1:09:32 PM] Aman: bus 1 sec’
[10/11/24, 1:09:33 PM] Aman: pls
[10/11/24, 7:42:39 PM] Aman: hi
[10/11/24, 7:45:29 PM] O2: Hmm🥺
[10/11/24, 7:45:53 PM] O2: Mujhe chhod kar chle gye🥺🥺
[10/11/24, 7:46:09 PM] O2: Kuchh btaya bhi nhi😖🥺
[10/11/24, 11:18:21 PM] Aman: hi
‎[10/11/24, 11:48:59 PM] Aman: ‎image omitted
‎[10/11/24, 11:49:26 PM] Aman: ‎image omitted
[11/11/24, 12:04:51 AM] O2: ?
‎[11/11/24, 12:46:55 AM] Aman: ‎image omitted
[11/11/24, 1:42:20 AM] Aman: kya hua?
‎[11/11/24, 9:26:50 AM] O2: IMG_20241016_181319.pdf • ‎32 pages ‎document omitted
‎[11/11/24, 9:27:20 AM] O2: IMG_20241016_182050.pdf • ‎13 pages ‎document omitted
‎[11/11/24, 11:41:55 AM] Aman: ‎image omitted
‎[11/11/24, 11:41:55 AM] Aman: ‎image omitted
‎[11/11/24, 12:27:11 PM] Aman: Assignment1.docx • ‎2 pages ‎document omitted
‎[11/11/24, 12:27:12 PM] Aman: IM_Torque speed char.docx • ‎6 pages ‎document omitted
‎[11/11/24, 12:27:13 PM] Aman: Assignment2.docx • ‎1 page ‎document omitted
‎[11/11/24, 12:27:14 PM] Aman: Index_ECM_24-25.docx • ‎1 page ‎document omitted
‎[11/11/24, 12:27:15 PM] Aman: Stepper motor study.docx • ‎6 pages ‎document omitted
‎[11/11/24, 12:27:19 PM] Aman: BLDC.docx • ‎5 pages ‎document omitted
‎[11/11/24, 12:27:23 PM] Aman: DC motor_Expt.docx • ‎6 pages ‎document omitted
‎[11/11/24, 12:27:25 PM] Aman: EV_Case Study.docx • ‎4 pages ‎document omitted
[11/11/24, 7:01:02 PM] Aman: kaha ho?
[11/11/24, 7:09:44 PM] O2: room
[12/11/24, 11:01:08 AM] Aman: karlo call
[12/11/24, 11:01:28 AM] O2: 15 min me krti hu
[12/11/24, 11:01:31 AM] O2: Nahane ja rhi
[12/11/24, 11:01:43 AM] Aman: Ok
‎[12/11/24, 10:01:14 PM] O2: ‎image omitted
‎[12/11/24, 10:01:14 PM] O2: ‎image omitted
‎[12/11/24, 10:01:15 PM] O2: ‎image omitted
‎[12/11/24, 10:01:15 PM] O2: ‎image omitted
‎[12/11/24, 10:01:16 PM] O2: ‎image omitted
‎[12/11/24, 10:01:17 PM] O2: ‎image omitted
[13/11/24, 12:36:51 AM] O2: meet khtm nhi hui?
[13/11/24, 12:37:00 AM] Aman: 2 min
‎[13/11/24, 1:09:29 AM] O2: resume.docx ‎document omitted
[13/11/24, 8:53:40 AM] O2: Good morning 🤗
[13/11/24, 9:17:38 AM] Aman: good morning😀
[13/11/24, 10:37:11 AM] Aman: 2 min huh
[13/11/24, 10:37:14 AM] O2: ok
‎[14/11/24, 12:37:08 AM] O2: ‎image omitted
‎[14/11/24, 8:41:59 AM] Aman: ec practical.pdf • ‎64 pages ‎document omitted
‎[14/11/24, 1:25:29 PM] O2: ‎image omitted
‎[14/11/24, 1:25:29 PM] O2: ‎image omitted
‎[14/11/24, 1:25:30 PM] O2: ‎image omitted
‎[14/11/24, 1:25:31 PM] O2: ‎image omitted
‎[14/11/24, 1:25:31 PM] O2: ‎image omitted
‎[14/11/24, 1:25:32 PM] O2: ‎image omitted
‎[14/11/24, 1:26:16 PM] O2: ‎image omitted
‎[14/11/24, 1:26:21 PM] O2: ‎image omitted
‎[14/11/24, 1:26:23 PM] O2: ‎image omitted
‎[14/11/24, 1:26:29 PM] O2: ‎image omitted
‎[14/11/24, 1:26:33 PM] O2: ‎image omitted
[14/11/24, 2:16:33 PM] Aman: Mujhe aisa kyu lag rha ...ki tum left side vala content send karna bhool gyi ho?
[14/11/24, 2:32:18 PM] O2: left side blank h
‎[14/11/24, 2:32:38 PM] O2: ‎image omitted
‎[14/11/24, 2:32:38 PM] O2: ‎image omitted
‎[14/11/24, 2:32:38 PM] O2: ‎image omitted
‎[14/11/24, 2:32:38 PM] O2: ‎image omitted
‎[14/11/24, 2:32:38 PM] O2: ‎image omitted
‎[14/11/24, 2:32:38 PM] O2: ‎image omitted
‎[14/11/24, 2:32:38 PM] O2: ‎image omitted
‎[14/11/24, 2:32:38 PM] O2: ‎image omitted
‎[14/11/24, 2:32:38 PM] O2: ‎image omitted
‎[14/11/24, 2:32:39 PM] O2: ‎image omitted
[14/11/24, 2:55:29 PM] Aman: Kuch dikh toh rha h🙃
[14/11/24, 3:17:42 PM] O2: Circuit diagram h bs
[14/11/24, 3:18:41 PM] O2: Ha aur observation table bhi h
[14/11/24, 8:39:20 PM] O2: Mess me hu
[14/11/24, 10:59:56 PM] Aman: phone kat gya kya ya kata h? ‎<This message was edited>
[14/11/24, 11:00:41 PM] O2: kata h
[14/11/24, 11:01:14 PM] Aman: ok
[14/11/24, 11:02:52 PM] Aman: koi aaya h kya?
[14/11/24, 11:03:08 PM] O2: nhi
[14/11/24, 11:03:19 PM] Aman: then reason?
[14/11/24, 11:03:37 PM] O2: tum timepass kr rhe the
[14/11/24, 11:03:56 PM] Aman: timepass matlab kya?
[14/11/24, 11:04:16 PM] O2: assignment nhi kr rhe the na padh rhe the
[14/11/24, 11:05:18 PM] Aman: karne vala tha continue
[14/11/24, 11:05:30 PM] Aman: us time man nhi ho rha tha
[14/11/24, 11:07:22 PM] Aman: toh karogi nhii kya call?
[14/11/24, 11:07:49 PM] Aman: karu ab?
[14/11/24, 11:09:02 PM] O2: ab h mann krne ka?
[14/11/24, 11:10:11 PM] Aman: hmmm theek h
‎[15/11/24, 12:29:03 AM] Aman: ‎image omitted
[15/11/24, 1:01:31 AM] Aman: hello
[15/11/24, 1:02:30 AM] Aman: so gyi kya?
[15/11/24, 6:15:42 AM] Aman: Chalo axa Good night sh💕
[15/11/24, 6:15:52 AM] Aman: Sweet dreams😘😘
[15/11/24, 6:16:01 AM] Aman: Love you🫶🏻💕
[15/11/24, 6:48:01 AM] O2: Amann sorryyyy
[15/11/24, 11:47:11 PM] Aman: call karna
[15/11/24, 11:57:51 PM] O2: ok
[16/11/24, 12:50:30 AM] Aman: option 1) brown - brown
[16/11/24, 12:50:40 AM] Aman: option 2) grey - grey
[16/11/24, 11:57:20 PM] Aman: thodi der ruk jao
[16/11/24, 11:57:28 PM] Aman: pilania bheta h bed me
‎[17/11/24, 12:57:02 AM] O2: ‎image omitted
[17/11/24, 10:41:04 AM] Aman: kya hua?
[17/11/24, 12:10:38 PM] Aman: https://youtube.com/playlist?list=PLT3bOBUU3L9heWejLBHDNC-Tftr55ULck&si=Xh9YzlGXoqOlUQ63
[17/11/24, 12:32:44 PM] Aman: kya hua?
[17/11/24, 11:14:55 PM] O2: 5 min
‎[18/11/24, 2:09:27 AM] O2: ‎image omitted
‎[18/11/24, 2:36:54 AM] Aman: ‎image omitted
‎[18/11/24, 2:37:12 AM] Aman: ‎image omitted
‎[19/11/24, 3:37:24 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_may_electronic-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[19/11/24, 3:37:25 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_november_electronic-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[19/11/24, 3:37:26 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_may_electronic-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[19/11/24, 3:37:26 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_november_electronic-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[19/11/24, 3:37:28 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2024_may_electronic-circuits-ec-pattern-2019-7.pdf • ‎2 pages ‎document omitted
‎[19/11/24, 3:55:22 PM] O2: Electronic_Circuits (1).pdf • ‎252 pages ‎document omitted
‎[20/11/24, 11:18:58 AM] O2: Electric_Circuits (1).pdf • ‎290 pages ‎document omitted
[20/11/24, 12:03:35 PM] Aman: kya hua?
[20/11/24, 12:16:24 PM] O2: Laxmi h
[20/11/24, 12:16:32 PM] O2: Achha ab lunch krne ja rhi
[20/11/24, 12:16:35 PM] Aman: ok
[20/11/24, 2:02:43 PM] Aman: jaag rhi?
[20/11/24, 2:03:20 PM] O2: hm
[20/11/24, 2:03:40 PM] Aman: kya kr rhi thi?
[20/11/24, 2:03:57 PM] O2: tumhe yaad🤗
[20/11/24, 2:04:08 PM] Aman: axa
[20/11/24, 2:04:15 PM] Aman: toh ab kya karogi?
[20/11/24, 2:04:27 PM] O2: tumhe yaad😚
[20/11/24, 2:05:10 PM] Aman: axa
[20/11/24, 2:05:18 PM] Aman: ok
[20/11/24, 2:05:28 PM] Aman: 😂😂
[20/11/24, 2:05:32 PM] O2: tum?
[20/11/24, 2:05:36 PM] Aman: vc krni h kya phir?
[20/11/24, 2:05:46 PM] Aman: bheta hu abhi
[20/11/24, 2:05:52 PM] O2: hmmmm🤤😚
[20/11/24, 2:05:54 PM] Aman: ek video band me dlni h
[20/11/24, 2:05:58 PM] Aman: vhi dekh rha
[20/11/24, 2:06:03 PM] O2: achha
[20/11/24, 2:06:14 PM] Aman: 5 min me krta hu phur ok
[20/11/24, 2:06:19 PM] O2: ok
[20/11/24, 10:43:46 PM] Aman: 2 min huh
[20/11/24, 10:44:41 PM] O2: 🥺
‎[20/11/24, 11:27:44 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_november_electrical-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[20/11/24, 11:27:45 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_november_electrical-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[20/11/24, 11:27:49 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_may_electrical-circuits-ec-pattern-2019.pdf • ‎3 pages ‎document omitted
‎[20/11/24, 11:27:50 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2024_may_electrical-circuits-ec-pattern-2019.pdf • ‎3 pages ‎document omitted
[21/11/24, 12:20:55 AM] Aman: kya hua?
[21/11/24, 12:59:17 AM] Aman: jaag rhi?
[21/11/24, 8:54:34 AM] O2: Good morning 🤗
[21/11/24, 9:10:38 AM] Aman: Good morning😘😘
‎[21/11/24, 1:45:08 PM] O2: pyq maths.pdf • ‎5 pages ‎document omitted
‎[21/11/24, 1:45:08 PM] O2: pyq maths 2.pdf • ‎4 pages ‎document omitted
‎[21/11/24, 1:45:08 PM] O2: pyq maths 3.pdf • ‎4 pages ‎document omitted
‎[21/11/24, 1:45:08 PM] O2: pyq maths 4.pdf • ‎5 pages ‎document omitted
[21/11/24, 6:04:39 PM] Aman: https://youtu.be/77UZR8n6I4E?si=iAg8lDyAftUgiCrg
[22/11/24, 1:11:30 AM] Aman: So gyi kya?
[22/11/24, 1:17:16 AM] Aman: 1 min
[22/11/24, 5:49:31 PM] Aman: ‎You deleted this message.
‎[22/11/24, 5:49:32 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_november_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[22/11/24, 5:49:34 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_may_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[22/11/24, 5:49:35 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2024_may_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[22/11/24, 5:56:07 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_november_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
[22/11/24, 9:47:28 PM] O2: Bs 2 min baby
[22/11/24, 9:47:50 PM] O2: Ruk jao 🥰
[22/11/24, 9:51:43 PM] O2: Room me khushi aa gyi
[22/11/24, 9:51:54 PM] O2: Thoda time lgega babe🥺
[22/11/24, 9:52:00 PM] O2: Sorry🥺🥺
[22/11/24, 9:52:06 PM] Aman: Ok koi na
[22/11/24, 9:59:30 PM] Aman: kya hua?
[22/11/24, 9:59:30 PM] O2: 2 min
[22/11/24, 9:59:34 PM] Aman: ok
[22/11/24, 9:59:53 PM] O2: 2 min
[22/11/24, 10:32:41 PM] Aman: ?
[22/11/24, 10:32:53 PM] O2: Laxmi aa gyi
[22/11/24, 10:35:03 PM] Aman: ok
[22/11/24, 10:58:16 PM] O2: tum pdhna start kro mai krti hu thodi der me
[22/11/24, 10:58:32 PM] O2: insta chack kr lo tab tak
[22/11/24, 10:58:36 PM] O2: check
[22/11/24, 11:08:07 PM] Aman: kya hua
[22/11/24, 11:09:03 PM] O2: Thodi der lgegi
[22/11/24, 11:09:13 PM] Aman: kitna?
[23/11/24, 12:00:12 AM] Aman: kya hua?
[23/11/24, 12:32:36 AM] Aman: ?
[23/11/24, 10:38:26 PM] Aman: https://youtube.com/playlist?list=PLySVDJoIJATet9yBWdSgwB4OPI9leKHLw&si=bQiKUw3T3SD8mJ5L
[24/11/24, 9:41:39 AM] Aman: kya hua?
[24/11/24, 10:20:20 PM] Aman: hi
[24/11/24, 10:51:24 PM] O2: Vc kyu ni kr rhe
[24/11/24, 10:53:03 PM] Aman: 😑
[24/11/24, 10:54:14 PM] O2: are mereme ayi hi ni
[24/11/24, 10:54:18 PM] O2: abhi show ho rhi
[24/11/24, 10:54:24 PM] O2: tab se wait kar rhi thi
[24/11/24, 10:54:29 PM] Aman: Axe
[24/11/24, 10:54:40 PM] Aman: Ok abhi rukho phir
[24/11/24, 10:54:47 PM] O2: kyu
[24/11/24, 10:54:49 PM] Aman: Net Kam chal rha
[24/11/24, 10:54:51 PM] O2: kro na
[24/11/24, 10:54:59 PM] O2: 😟
[24/11/24, 10:55:07 PM] O2: koi nhi
[24/11/24, 10:55:12 PM] O2: krte h
‎[25/11/24, 1:14:13 AM] O2: ‎image omitted
‎[26/11/24, 1:06:29 AM] O2: ‎image omitted
‎[26/11/24, 12:29:29 PM] O2: ‎image omitted
[26/11/24, 1:43:48 PM] O2: Mai sone ja rhi
[26/11/24, 1:43:57 PM] O2: 14:00 pr utha dena
[26/11/24, 1:44:02 PM] O2: Gn
[26/11/24, 1:44:07 PM] Aman: 15 min me?
[26/11/24, 1:44:12 PM] O2: Hm
[26/11/24, 1:44:15 PM] Aman: Ok
‎[26/11/24, 4:57:13 PM] O2: ‎image omitted
[26/11/24, 7:01:11 PM] Aman: koi h kya?
[26/11/24, 7:14:25 PM] O2: nhi
[26/11/24, 10:03:45 PM] O2: thodi der k liye call cut kiya h network kafi gnda aa rha
‎[27/11/24, 1:44:58 AM] Aman: ‎image omitted
‎[27/11/24, 1:45:43 AM] Aman: ‎image omitted
‎[27/11/24, 1:47:23 AM] Aman: ‎image omitted
[28/11/24, 12:08:27 AM] Aman: bhet gyi?
[28/11/24, 12:24:27 AM] O2: 7-30 31 ki pic bhejna zra decode  se
[28/11/24, 6:36:27 PM] Aman: ❤️
[29/11/24, 10:06:36 PM] Aman: https://chatgpt.com/share/6749aedb-fa18-8009-8789-ed41bae5491d
‎[30/11/24, 10:17:21 PM] O2: ‎image omitted
[30/11/24, 10:18:04 PM] O2: ignore krna koi inse sikhe🙂
[30/11/24, 10:41:36 PM] Aman: 😘
[01/12/24, 6:14:20 PM] O2: ### **Structure of an FPGA (Field Programmable Gate Array)**

An **FPGA (Field Programmable Gate Array)** is a highly flexible, programmable semiconductor device used to implement custom digital circuits. Its structure is organized in a grid-like array of logic blocks and interconnections, allowing designers to create any digital logic design.

---

### **Key Components of FPGA Architecture**:

1. **Configurable Logic Blocks (CLBs)**:
   - The core of the FPGA.
   - Each CLB consists of:
     - **Look-Up Tables (LUTs)**: Implement combinational logic functions.
     - **Flip-Flops**: Store data for sequential logic.
     - **Multiplexers**: Route signals within the block.
   - These blocks are programmable and can implement any logic function based on the configuration.

2. **Interconnects**:
   - A network of programmable wiring connects the CLBs and I/O blocks.
   - Includes **switch matrices** to route signals between logic blocks.
   - Designers can program these interconnects to create custom pathways for signal flow.

3. **Input/Output (I/O) Blocks**:
   - Allow the FPGA to interface with external devices.
   - Programmable to handle various input and output standards (e.g., CMOS, LVTTL).
   - Located on the periphery of the FPGA.

4. **Clock Management**:
   - FPGAs include **Clock Distribution Networks** to provide synchronized clock signals to all parts of the chip.
   - Features like **Phase-Locked Loops (PLLs)** and **Clock Dividers** ensure proper timing and synchronization.

5. **Embedded Blocks**:
   - Many modern FPGAs include specialized hardware blocks like:
     - **DSP Blocks**: Perform complex arithmetic operations like multiplication.
     - **Memory Blocks (BRAM)**: Embedded RAM for storing data locally.
     - **High-Speed Transceivers**: Handle fast data communication protocols (e.g., PCIe, Ethernet).

6. **Configuration Memory**:
   - FPGAs are **programmable** because of their configuration memory, typically implemented using SRAM.
   - This memory stores the user's design and determines how CLBs, I/O blocks, and interconnects function.

---

### **Working of FPGA**:
1. **Programming**:
   - A design is created using Hardware Description Languages (HDLs) like Verilog or VHDL.
   - The design is compiled and loaded into the FPGA configuration memory.
2. **Logic Implementation**:
   - The CLBs, I/O blocks, and interconnects are configured to implement the desired circuit.
3. **Execution**:
   - Once programmed, the FPGA functions as the designed digital circuit.

---

### **Illustrative Diagram**:

Here’s a basic layout of FPGA architecture:

```
+--------------------------------------------+
|                I/O Blocks                  |
+----+---------+---------+---------+----+----+
| I/O|  CLB    |  CLB    |  CLB    |I/O |I/O |
|    |         |         |         |    |    |
+----+---------+---------+---------+----+----+
| I/O|  CLB    |  CLB    |  CLB    |I/O |I/O |
|    |         |         |         |    |    |
+----+---------+---------+---------+----+----+
|                I/O Blocks                  |
+--------------------------------------------+
```

---

### **Advantages of FPGA**:
- Highly flexible and reprogrammable.
- Parallel processing capabilities.
- Suitable for prototyping and real-time applications.

### **Applications**:
- Digital signal processing.
- Artificial intelligence and machine learning.
- Telecommunications.
- Embedded systems and hardware accelerators.

--- 

FPGAs are like blank canvases for digital logic, allowing engineers to create versatile, high-performance hardware designs tailored to specific needs.
[01/12/24, 8:05:41 PM] O2: Krti hi thodi der me ‎<This message was edited>
[01/12/24, 8:05:46 PM] Aman: ok
‎[01/12/24, 8:54:44 PM] O2: ‎image omitted
‎[01/12/24, 9:00:15 PM] O2: ‎image omitted
‎[01/12/24, 9:10:31 PM] O2: ‎image omitted
‎[01/12/24, 9:12:25 PM] O2: ‎image omitted
[01/12/24, 10:48:34 PM] Aman: thodi der me karta hu net bahut slow h
[01/12/24, 10:56:57 PM] O2: ok
‎[02/12/24, 1:22:57 AM] Aman: ‎image omitted
‎[02/12/24, 1:23:20 AM] Aman: ‎image omitted
[02/12/24, 1:38:15 AM] Aman: https://youtu.be/BhSWeGzRqEc?si=y3TyI_pibj4zA3Do
‎[02/12/24, 2:46:54 AM] Aman: ‎image omitted
‎[02/12/24, 2:46:54 AM] Aman: ‎image omitted
‎[02/12/24, 2:47:48 AM] Aman: ‎image omitted
‎[02/12/24, 2:47:48 AM] Aman: ‎image omitted
‎[02/12/24, 2:51:22 AM] Aman: ‎image omitted
‎[02/12/24, 7:42:07 PM] Aman: ‎image omitted
‎[02/12/24, 7:42:07 PM] Aman: ‎image omitted
‎[02/12/24, 7:42:07 PM] Aman: ‎image omitted
‎[02/12/24, 7:42:08 PM] Aman: ‎image omitted
‎[02/12/24, 10:38:07 PM] Aman: ‎image omitted
[03/12/24, 12:31:47 AM] Aman: hello
[03/12/24, 1:37:05 AM] Aman: thodi der me karta hu net nhi chal rha
‎[03/12/24, 10:38:34 AM] Aman: Electric_Circuits (1).pdf • ‎307 pages ‎document omitted
‎[03/12/24, 6:49:51 PM] Aman: ‎image omitted
‎[03/12/24, 6:49:51 PM] Aman: ‎image omitted
‎[03/12/24, 7:48:34 PM] O2: ‎image omitted
‎[03/12/24, 7:49:26 PM] O2: ‎image omitted
‎[03/12/24, 7:57:49 PM] O2: ‎image omitted
[03/12/24, 8:24:21 PM] O2: https://youtu.be/UOEC8FijUFQ?si=2uTkULrpa24rKfXk
‎[03/12/24, 9:26:54 PM] Aman: Electric_Circuits (1).pdf • ‎319 pages ‎document omitted
‎[03/12/24, 11:00:23 PM] O2: ‎image omitted
‎[04/12/24, 2:16:01 AM] O2: ‎image omitted
‎[04/12/24, 2:16:02 AM] O2: ‎image omitted
‎[04/12/24, 2:16:02 AM] O2: ‎image omitted
‎[04/12/24, 2:16:02 AM] O2: ‎image omitted
‎[04/12/24, 2:16:03 AM] O2: ‎image omitted
‎[04/12/24, 10:54:28 PM] Aman: ‎image omitted
‎[04/12/24, 11:06:59 PM] O2: ‎image omitted
‎[04/12/24, 11:13:01 PM] Aman: ‎image omitted
‎[04/12/24, 11:13:02 PM] Aman: ‎image omitted
‎[04/12/24, 11:13:02 PM] Aman: ‎image omitted
‎[04/12/24, 11:13:03 PM] Aman: ‎image omitted
‎[04/12/24, 11:13:03 PM] Aman: ‎image omitted
‎[04/12/24, 11:13:04 PM] Aman: ‎image omitted
[04/12/24, 11:15:28 PM] Aman: YEH
‎[04/12/24, 11:16:42 PM] Aman: ‎image omitted
‎[04/12/24, 11:25:03 PM] Aman: ‎image omitted
[04/12/24, 11:55:49 PM] Aman: kya hua?
[04/12/24, 11:58:39 PM] O2: 2 min
[04/12/24, 11:58:49 PM] Aman: ok
‎[05/12/24, 10:38:47 AM] O2: be_electronics-and-telecommunication-engineering_semester-3_2024_may_data-structures-ds-pattern-2019.pdf • ‎3 pages ‎document omitted
‎[05/12/24, 10:39:22 AM] O2: be_electronics-and-telecommunication-engineering_semester-3_2023_may_data-structures-ds-pattern-2019.pdf • ‎4 pages ‎document omitted
‎[05/12/24, 10:40:16 AM] O2: be_electronics-and-telecommunication-engineering_semester-3_2022_november_data-structures-ds-pattern-20.pdf • ‎4 pages ‎document omitted
‎[05/12/24, 10:42:09 AM] O2: be_electronics-and-telecommunication-engineering_semester-3_2023_november_data-structures-ds-pattern-20.pdf • ‎4 pages ‎document omitted
‎[05/12/24, 3:18:36 PM] O2: ‎image omitted
[05/12/24, 11:06:56 PM] Aman: kya hua ?
[05/12/24, 11:42:27 PM] Aman: ?
‎[07/12/24, 11:29:05 AM] Aman: Placements BE 2023-24.pdf • ‎4 pages ‎document omitted
[08/12/24, 10:09:07 AM] Aman: good night
[08/12/24, 5:53:49 PM] O2: #include <stdio.h>
#include <stdlib.h>

// Define the structure for a doubly linked list node
struct node {
    int data;
    struct node* next; // Pointer to the next node
    struct node* prev; // Pointer to the previous node
};

// Initialize global pointers
struct node* start = NULL;

// Function to create a doubly linked list
void Create() {
    int n, ch;
    struct node* temp;

    printf("Enter the first element: ");
    scanf("%d", &n);

    start = (struct node*)(malloc(sizeof(struct node)));
    start->data = n;
    start->next = NULL;
    start->prev = NULL;
    temp = start;

    printf("Do you want to continue? (y/n): ");
    ch = getche();

    while (ch == 'y' || ch == 'Y') {
        struct node* new1;
        printf("\nEnter the next element: ");
        scanf("%d", &n);

        new1 = (struct node*)(malloc(sizeof(struct node)));
        new1->data = n;
        new1->next = NULL;
        new1->prev = temp;

        temp->next = new1;
        temp = temp->next;

        printf("Do you want to continue? (y/n): ");
        ch = getche();
    }
}

// Function to display the doubly linked list
void Display() {
    struct node* temp;
    if (start == NULL) {
        printf("\nList not found");
    } else {
        temp = start;
        printf("\nDoubly Linked List: ");
        while (temp != NULL) {
            printf("%d\t", temp->data);
            temp = temp->next;
        }
    }
}

// Function to insert a node at the beginning
void InsertAtFirst() {
    int n;
    printf("\nEnter the element to insert at the beginning: ");
    scanf("%d", &n);

    struct node* new1 = (struct node*)(malloc(sizeof(struct node)));
    new1->data = n;
    new1->prev = NULL;
    new1->next = start;

    if (start != NULL) {
        start->prev = new1;
    }

    start = new1;
    printf("\nInserted %d at the beginning.", n);
}

// Function to insert a node at the end
void InsertAtLast() {
    int n;
    printf("\nEnter the element to insert at the end: ");
    scanf("%d", &n);

    struct node* new1 = (struct node*)(malloc(sizeof(struct node)));
    new1->data = n;
    new1->next = NULL;

    if (start == NULL) {
        new1->prev = NULL;
        start = new1;
    } else {
        struct node* temp = start;
        while (temp->next != NULL) {
            temp = temp->next;
        }
        temp->next = new1;
        new1->prev = temp;
    }

    printf("\nInserted %d at the end.", n);
}

// Function to insert a node at a specific position
void InsertAtMid() {
    int n, pos, count = 1;
    printf("\nEnter the element to insert: ");
    scanf("%d", &n);
    printf("Enter the position to insert: ");
    scanf("%d", &pos);

    if (pos == 1) {
        InsertAtFirst();
        return;
    }

    struct node* temp = start;
    struct node* new1 = (struct node*)(malloc(sizeof(struct node)));
    new1->data = n;

    while (temp != NULL && count < pos - 1) {
        temp = temp->next;
        count++;
    }

    if (temp == NULL) {
        printf("\nPosition out of range.");
        return;
    }

    new1->next = temp->next;
    new1->prev = temp;

    if (temp->next != NULL) {
        temp->next->prev = new1;
    }

    temp->next = new1;
    printf("\nInserted %d at position %d.", n, pos);
}

// Main function to test the implementation
int main() {
    int choice;

    Create();
    Display();

    while (1) {
        printf("\n\nChoose an operation:\n");
        printf("1. Insert at the beginning\n");
        printf("2. Insert at the end\n");
        printf("3. Insert in the middle\n");
        printf("4. Display list\n");
        printf("5. Exit\n");
        printf("Enter your choice: ");
        scanf("%d", &choice);

        switch (choice) {
            case 1:
                InsertAtFirst();
                break;

            case 2:
                InsertAtLast();
                break;

            case 3:
                InsertAtMid();
                break;

            case 4:
                Display();
                break;

            case 5:
                exit(0);

            default:
                printf("Invalid choice!");
        }
    }

    return 0;
}
[08/12/24, 6:40:33 PM] O2: #include <stdio.h>
#include <stdlib.h>

struct node {
    int data;
    struct node* next;
};

// Pointer to the first node
struct node* start = NULL;

