[25/04/24, 18:52:55] O2: Shsus
‎[18/11/24, 02:09:27] O2: ‎image omitted
‎[18/11/24, 02:36:54] Aman: ‎image omitted
‎[18/11/24, 02:37:12] Aman: ‎image omitted
‎[19/11/24, 15:37:24] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_may_electronic-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[19/11/24, 15:37:25] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_november_electronic-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[19/11/24, 15:37:26] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_may_electronic-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[19/11/24, 15:37:26] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_november_electronic-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[19/11/24, 15:37:28] Aman: be_electronics-and-telecommunication-engineering_semester-3_2024_may_electronic-circuits-ec-pattern-2019-7.pdf • ‎2 pages ‎document omitted
‎[19/11/24, 15:55:22] O2: Electronic_Circuits (1).pdf • ‎252 pages ‎document omitted
‎[20/11/24, 11:18:58] O2: Electric_Circuits (1).pdf • ‎290 pages ‎document omitted
[20/11/24, 12:03:35] Aman: kya hua?
[20/11/24, 12:16:24] O2: Laxmi h
[20/11/24, 12:16:32] O2: Achha ab lunch krne ja rhi
[20/11/24, 12:16:35] Aman: ok
[20/11/24, 14:02:43] Aman: jaag rhi?
[20/11/24, 14:03:20] O2: hm
[20/11/24, 14:03:40] Aman: kya kr rhi thi?
[20/11/24, 14:03:57] O2: tumhe yaad🤗
[20/11/24, 14:04:08] Aman: axa
[20/11/24, 14:04:15] Aman: toh ab kya karogi?
[20/11/24, 14:04:27] O2: tumhe yaad😚
[20/11/24, 14:05:10] Aman: axa
[20/11/24, 14:05:18] Aman: ok
[20/11/24, 14:05:28] Aman: 😂😂
[20/11/24, 14:05:32] O2: tum?
[20/11/24, 14:05:36] Aman: vc krni h kya phir?
[20/11/24, 14:05:46] Aman: bheta hu abhi
[20/11/24, 14:05:52] O2: hmmmm🤤😚
[20/11/24, 14:05:54] Aman: ek video band me dlni h
[20/11/24, 14:05:58] Aman: vhi dekh rha
[20/11/24, 14:06:03] O2: achha
[20/11/24, 14:06:14] Aman: 5 min me krta hu phur ok
[20/11/24, 14:06:19] O2: ok
[20/11/24, 22:43:46] Aman: 2 min huh
[20/11/24, 22:44:41] O2: 🥺
‎[20/11/24, 23:27:44] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_november_electrical-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[20/11/24, 23:27:45] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_november_electrical-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[20/11/24, 23:27:49] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_may_electrical-circuits-ec-pattern-2019.pdf • ‎3 pages ‎document omitted
‎[20/11/24, 23:27:50] Aman: be_electronics-and-telecommunication-engineering_semester-3_2024_may_electrical-circuits-ec-pattern-2019.pdf • ‎3 pages ‎document omitted
[21/11/24, 00:20:55] Aman: kya hua?
[21/11/24, 00:59:17] Aman: jaag rhi?
[21/11/24, 08:54:34] O2: Good morning 🤗
[21/11/24, 09:10:38] Aman: Good morning😘😘
‎[21/11/24, 13:45:08] O2: pyq maths.pdf • ‎5 pages ‎document omitted
‎[21/11/24, 13:45:08] O2: pyq maths 2.pdf • ‎4 pages ‎document omitted
‎[21/11/24, 13:45:08] O2: pyq maths 3.pdf • ‎4 pages ‎document omitted
‎[21/11/24, 13:45:08] O2: pyq maths 4.pdf • ‎5 pages ‎document omitted
[21/11/24, 18:04:39] Aman: https://youtu.be/77UZR8n6I4E?si=iAg8lDyAftUgiCrg
[22/11/24, 01:11:30] Aman: So gyi kya?
[22/11/24, 01:17:16] Aman: 1 min
[22/11/24, 17:49:31] Aman: ‎You deleted this message.
‎[22/11/24, 17:49:32] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_november_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[22/11/24, 17:49:34] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_may_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[22/11/24, 17:49:35] Aman: be_electronics-and-telecommunication-engineering_semester-3_2024_may_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[22/11/24, 17:56:07] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_november_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
[22/11/24, 21:47:28] O2: Bs 2 min baby
[22/11/24, 21:47:50] O2: Ruk jao 🥰
[22/11/24, 21:51:43] O2: Room me khushi aa gyi
[22/11/24, 21:51:54] O2: Thoda time lgega babe🥺
[22/11/24, 21:52:00] O2: Sorry🥺🥺
[22/11/24, 21:52:06] Aman: Ok koi na
[22/11/24, 21:59:30] Aman: kya hua?
[22/11/24, 21:59:30] O2: 2 min
[22/11/24, 21:59:34] Aman: ok
[22/11/24, 21:59:53] O2: 2 min
[22/11/24, 22:32:41] Aman: ?
[22/11/24, 22:32:53] O2: Laxmi aa gyi
[22/11/24, 22:35:03] Aman: ok
[22/11/24, 22:58:16] O2: tum pdhna start kro mai krti hu thodi der me
[22/11/24, 22:58:32] O2: insta chack kr lo tab tak
[22/11/24, 22:58:36] O2: check
[22/11/24, 23:08:07] Aman: kya hua
[22/11/24, 23:09:03] O2: Thodi der lgegi
[22/11/24, 23:09:13] Aman: kitna?
[23/11/24, 00:00:12] Aman: kya hua?
[23/11/24, 00:32:36] Aman: ?
[23/11/24, 22:38:26] Aman: https://youtube.com/playlist?list=PLySVDJoIJATet9yBWdSgwB4OPI9leKHLw&si=bQiKUw3T3SD8mJ5L
[24/11/24, 09:41:39] Aman: kya hua?
[24/11/24, 22:20:20] Aman: hi
[24/11/24, 22:51:24] O2: Vc kyu ni kr rhe
[24/11/24, 22:53:03] Aman: 😑
[24/11/24, 22:54:14] O2: are mereme ayi hi ni
[24/11/24, 22:54:18] O2: abhi show ho rhi
[24/11/24, 22:54:24] O2: tab se wait kar rhi thi
[24/11/24, 22:54:29] Aman: Axe
[24/11/24, 22:54:40] Aman: Ok abhi rukho phir
[24/11/24, 22:54:47] O2: kyu
[24/11/24, 22:54:49] Aman: Net Kam chal rha
[24/11/24, 22:54:51] O2: kro na
[24/11/24, 22:54:59] O2: 😟
[24/11/24, 22:55:07] O2: koi nhi
[24/11/24, 22:55:12] O2: krte h
‎[25/11/24, 01:14:13] O2: ‎image omitted
‎[26/11/24, 01:06:29] O2: ‎image omitted
‎[26/11/24, 12:29:29] O2: ‎image omitted
[26/11/24, 13:43:48] O2: Mai sone ja rhi
[26/11/24, 13:43:57] O2: 14:00 pr utha dena
[26/11/24, 13:44:02] O2: Gn
[26/11/24, 13:44:07] Aman: 15 min me?
[26/11/24, 13:44:12] O2: Hm
[26/11/24, 13:44:15] Aman: Ok
‎[26/11/24, 16:57:13] O2: ‎image omitted
[26/11/24, 19:01:11] Aman: koi h kya?
[26/11/24, 19:14:25] O2: nhi
[26/11/24, 22:03:45] O2: thodi der k liye call cut kiya h network kafi gnda aa rha
‎[27/11/24, 01:44:58] Aman: ‎image omitted
‎[27/11/24, 01:45:43] Aman: ‎image omitted
‎[27/11/24, 01:47:23] Aman: ‎image omitted
[28/11/24, 00:08:27] Aman: bhet gyi?
[28/11/24, 00:24:27] O2: 7-30 31 ki pic bhejna zra decode  se
[28/11/24, 18:36:27] Aman: ❤️
[29/11/24, 22:06:36] Aman: https://chatgpt.com/share/6749aedb-fa18-8009-8789-ed41bae5491d
‎[30/11/24, 22:17:21] O2: ‎image omitted
[30/11/24, 22:18:04] O2: ignore krna koi inse sikhe🙂
[30/11/24, 22:41:36] Aman: 😘
[01/12/24, 18:14:20] O2: ### **Structure of an FPGA (Field Programmable Gate Array)**

An **FPGA (Field Programmable Gate Array)** is a highly flexible, programmable semiconductor device used to implement custom digital circuits. Its structure is organized in a grid-like array of logic blocks and interconnections, allowing designers to create any digital logic design.

---

### **Key Components of FPGA Architecture**:

1. **Configurable Logic Blocks (CLBs)**:
   - The core of the FPGA.
   - Each CLB consists of:
     - **Look-Up Tables (LUTs)**: Implement combinational logic functions.
     - **Flip-Flops**: Store data for sequential logic.
     - **Multiplexers**: Route signals within the block.
   - These blocks are programmable and can implement any logic function based on the configuration.

2. **Interconnects**:
   - A network of programmable wiring connects the CLBs and I/O blocks.
   - Includes **switch matrices** to route signals between logic blocks.
   - Designers can program these interconnects to create custom pathways for signal flow.

3. **Input/Output (I/O) Blocks**:
   - Allow the FPGA to interface with external devices.
   - Programmable to handle various input and output standards (e.g., CMOS, LVTTL).
   - Located on the periphery of the FPGA.

4. **Clock Management**:
   - FPGAs include **Clock Distribution Networks** to provide synchronized clock signals to all parts of the chip.
   - Features like **Phase-Locked Loops (PLLs)** and **Clock Dividers** ensure proper timing and synchronization.

5. **Embedded Blocks**:
   - Many modern FPGAs include specialized hardware blocks like:
     - **DSP Blocks**: Perform complex arithmetic operations like multiplication.
     - **Memory Blocks (BRAM)**: Embedded RAM for storing data locally.
     - **High-Speed Transceivers**: Handle fast data communication protocols (e.g., PCIe, Ethernet).

6. **Configuration Memory**:
   - FPGAs are **programmable** because of their configuration memory, typically implemented using SRAM.
   - This memory stores the user's design and determines how CLBs, I/O blocks, and interconnects function.

---

### **Working of FPGA**:
1. **Programming**:
   - A design is created using Hardware Description Languages (HDLs) like Verilog or VHDL.
   - The design is compiled and loaded into the FPGA configuration memory.
2. **Logic Implementation**:
   - The CLBs, I/O blocks, and interconnects are configured to implement the desired circuit.
3. **Execution**:
   - Once programmed, the FPGA functions as the designed digital circuit.

---

### **Illustrative Diagram**:

Here’s a basic layout of FPGA architecture:

```
+--------------------------------------------+
|                I/O Blocks                  |
+----+---------+---------+---------+----+----+
| I/O|  CLB    |  CLB    |  CLB    |I/O |I/O |
|    |         |         |         |    |    |
+----+---------+---------+---------+----+----+
| I/O|  CLB    |  CLB    |  CLB    |I/O |I/O |
|    |         |         |         |    |    |
+----+---------+---------+---------+----+----+
|                I/O Blocks                  |
+--------------------------------------------+
```

---

### **Advantages of FPGA**:
- Highly flexible and reprogrammable.
- Parallel processing capabilities.
- Suitable for prototyping and real-time applications.

### **Applications**:
- Digital signal processing.
- Artificial intelligence and machine learning.
- Telecommunications.
- Embedded systems and hardware accelerators.

--- 

FPGAs are like blank canvases for digital logic, allowing engineers to create versatile, high-performance hardware designs tailored to specific needs.
[01/12/24, 20:05:41] O2: Krti hi thodi der me ‎<This message was edited>
[01/12/24, 20:05:46] Aman: ok
‎[01/12/24, 20:54:44] O2: ‎image omitted
‎[01/12/24, 21:00:15] O2: ‎image omitted
‎[01/12/24, 21:10:31] O2: ‎image omitted
‎[01/12/24, 21:12:25] O2: ‎image omitted
[01/12/24, 22:48:34] Aman: thodi der me karta hu net bahut slow h
[01/12/24, 22:56:57] O2: ok
‎[02/12/24, 01:22:57] Aman: ‎image omitted
‎[02/12/24, 01:23:20] Aman: ‎image omitted
[02/12/24, 01:38:15] Aman: https://youtu.be/BhSWeGzRqEc?si=y3TyI_pibj4zA3Do
‎[02/12/24, 02:46:54] Aman: ‎image omitted
‎[02/12/24, 02:46:54] Aman: ‎image omitted
‎[02/12/24, 02:47:48] Aman: ‎image omitted
‎[02/12/24, 02:47:48] Aman: ‎image omitted
‎[02/12/24, 02:51:22] Aman: ‎image omitted
‎[02/12/24, 19:42:07] Aman: ‎image omitted
‎[02/12/24, 19:42:07] Aman: ‎image omitted
‎[02/12/24, 19:42:07] Aman: ‎image omitted
‎[02/12/24, 19:42:08] Aman: ‎image omitted
‎[02/12/24, 22:38:07] Aman: ‎image omitted
[03/12/24, 00:31:47] Aman: hello
[03/12/24, 01:37:05] Aman: thodi der me karta hu net nhi chal rha
‎[03/12/24, 10:38:34] Aman: Electric_Circuits (1).pdf • ‎307 pages ‎document omitted
‎[03/12/24, 18:49:51] Aman: ‎image omitted
‎[03/12/24, 18:49:51] Aman: ‎image omitted
‎[03/12/24, 19:48:34] O2: ‎image omitted
‎[03/12/24, 19:49:26] O2: ‎image omitted
‎[03/12/24, 19:57:49] O2: ‎image omitted
[03/12/24, 20:24:21] O2: https://youtu.be/UOEC8FijUFQ?si=2uTkULrpa24rKfXk
‎[03/12/24, 21:26:54] Aman: Electric_Circuits (1).pdf • ‎319 pages ‎document omitted
‎[03/12/24, 23:00:23] O2: ‎image omitted
‎[04/12/24, 02:16:01] O2: ‎image omitted
‎[04/12/24, 02:16:02] O2: ‎image omitted
‎[04/12/24, 02:16:02] O2: ‎image omitted
‎[04/12/24, 02:16:02] O2: ‎image omitted
‎[04/12/24, 02:16:03] O2: ‎image omitted
‎[04/12/24, 22:54:28] Aman: ‎image omitted
‎[04/12/24, 23:06:59] O2: ‎image omitted
‎[04/12/24, 23:13:01] Aman: ‎image omitted
‎[04/12/24, 23:13:02] Aman: ‎image omitted
‎[04/12/24, 23:13:02] Aman: ‎image omitted
‎[04/12/24, 23:13:03] Aman: ‎image omitted
‎[04/12/24, 23:13:03] Aman: ‎image omitted
‎[04/12/24, 23:13:04] Aman: ‎image omitted
[04/12/24, 23:15:28] Aman: YEH
‎[04/12/24, 23:16:42] Aman: ‎image omitted
‎[04/12/24, 23:25:03] Aman: ‎image omitted
[04/12/24, 23:55:49] Aman: kya hua?
[04/12/24, 23:58:39] O2: 2 min
[04/12/24, 23:58:49] Aman: ok
‎[05/12/24, 10:38:47] O2: be_electronics-and-telecommunication-engineering_semester-3_2024_may_data-structures-ds-pattern-2019.pdf • ‎3 pages ‎document omitted
‎[05/12/24, 10:39:22] O2: be_electronics-and-telecommunication-engineering_semester-3_2023_may_data-structures-ds-pattern-2019.pdf • ‎4 pages ‎document omitted
‎[05/12/24, 10:40:16] O2: be_electronics-and-telecommunication-engineering_semester-3_2022_november_data-structures-ds-pattern-20.pdf • ‎4 pages ‎document omitted
‎[05/12/24, 10:42:09] O2: be_electronics-and-telecommunication-engineering_semester-3_2023_november_data-structures-ds-pattern-20.pdf • ‎4 pages ‎document omitted
‎[05/12/24, 15:18:36] O2: ‎image omitted
[05/12/24, 23:06:56] Aman: kya hua ?
[05/12/24, 23:42:27] Aman: ?
‎[07/12/24, 11:29:05] Aman: Placements BE 2023-24.pdf • ‎4 pages ‎document omitted
[08/12/24, 10:09:07] Aman: good night
[08/12/24, 17:53:49] O2: #include <stdio.h>
#include <stdlib.h>

// Define the structure for a doubly linked list node
struct node {
    int data;
    struct node* next; // Pointer to the next node
    struct node* prev; // Pointer to the previous node
};

// Initialize global pointers
struct node* start = NULL;

// Function to create a doubly linked list
void Create() {
    int n, ch;
    struct node* temp;

    printf("Enter the first element: ");
    scanf("%d", &n);

    start = (struct node*)(malloc(sizeof(struct node)));
    start->data = n;
    start->next = NULL;
    start->prev = NULL;
    temp = start;

    printf("Do you want to continue? (y/n): ");
    ch = getche();

    while (ch == 'y' || ch == 'Y') {
        struct node* new1;
        printf("\nEnter the next element: ");
        scanf("%d", &n);

        new1 = (struct node*)(malloc(sizeof(struct node)));
        new1->data = n;
        new1->next = NULL;
        new1->prev = temp;

        temp->next = new1;
        temp = temp->next;

        printf("Do you want to continue? (y/n): ");
        ch = getche();
    }
}

// Function to display the doubly linked list
void Display() {
    struct node* temp;
    if (start == NULL) {
        printf("\nList not found");
    } else {
        temp = start;
        printf("\nDoubly Linked List: ");
        while (temp != NULL) {
            printf("%d\t", temp->data);
            temp = temp->next;
        }
    }
}

// Function to insert a node at the beginning
void InsertAtFirst() {
    int n;
    printf("\nEnter the element to insert at the beginning: ");
    scanf("%d", &n);

    struct node* new1 = (struct node*)(malloc(sizeof(struct node)));
    new1->data = n;
    new1->prev = NULL;
    new1->next = start;

    if (start != NULL) {
        start->prev = new1;
    }

    start = new1;
    printf("\nInserted %d at the beginning.", n);
}

// Function to insert a node at the end
void InsertAtLast() {
    int n;
    printf("\nEnter the element to insert at the end: ");
    scanf("%d", &n);

    struct node* new1 = (struct node*)(malloc(sizeof(struct node)));
    new1->data = n;
    new1->next = NULL;

    if (start == NULL) {
        new1->prev = NULL;
        start = new1;
    } else {
        struct node* temp = start;
        while (temp->next != NULL) {
            temp = temp->next;
        }
        temp->next = new1;
        new1->prev = temp;
    }

    printf("\nInserted %d at the end.", n);
}

// Function to insert a node at a specific position
void InsertAtMid() {
    int n, pos, count = 1;
    printf("\nEnter the element to insert: ");
    scanf("%d", &n);
    printf("Enter the position to insert: ");
    scanf("%d", &pos);

    if (pos == 1) {
        InsertAtFirst();
        return;
    }

    struct node* temp = start;
    struct node* new1 = (struct node*)(malloc(sizeof(struct node)));
    new1->data = n;

    while (temp != NULL && count < pos - 1) {
        temp = temp->next;
        count++;
    }

    if (temp == NULL) {
        printf("\nPosition out of range.");
        return;
    }

    new1->next = temp->next;
    new1->prev = temp;

    if (temp->next != NULL) {
        temp->next->prev = new1;
    }

    temp->next = new1;
    printf("\nInserted %d at position %d.", n, pos);
}

// Main function to test the implementation
int main() {
    int choice;

    Create();
    Display();

    while (1) {
        printf("\n\nChoose an operation:\n");
        printf("1. Insert at the beginning\n");
        printf("2. Insert at the end\n");
        printf("3. Insert in the middle\n");
        printf("4. Display list\n");
        printf("5. Exit\n");
        printf("Enter your choice: ");
        scanf("%d", &choice);

        switch (choice) {
            case 1:
                InsertAtFirst();
                break;

            case 2:
                InsertAtLast();
                break;

            case 3:
                InsertAtMid();
                break;

            case 4:
                Display();
                break;

            case 5:
                exit(0);

            default:
                printf("Invalid choice!");
        }
    }

    return 0;
}
[08/12/24, 18:40:33] O2: #include <stdio.h>
#include <stdlib.h>

struct node {
    int data;
    struct node* next;
};

// Pointer to the first node
struct node* start = NULL;

void Create() {
    int n, ch;
    struct node *new1, *temp;

    printf("Enter the first element: ");
    scanf("%d", &n);

    // Create the first node
    start = (struct node*)malloc(sizeof(struct node));
    start->data = n;
    start->next = start;  // Point to itself to form a circle
    temp = start;

    printf("Do you want to continue? (y/n): ");
    getchar(); // To consume the newline left by scanf
    ch = getchar();  // Read the next character input

    // Loop to add more nodes
    while (ch == 'y' || ch == 'Y') {
        printf("Enter the next element: ");
        scanf("%d", &n);

        new1 = (struct node*)malloc(sizeof(struct node));
        new1->data = n;
        new1->next = start;  // Point to head to maintain circularity
        temp->next = new1;   // Update the last node's next
        temp = temp->next;   // Move temp to the new node

        printf("Do you want to continue? (y/n): ");
        getchar(); // To consume the newline left by scanf
        ch = getchar(); // Read the next character input
    }
}

void Display() {
    struct node* temp;
    
    if (start == NULL) {
        printf("List is empty.\n");
        return;
    }
    
    temp = start;
    do {
        printf("%d -> ", temp->data);
        temp = temp->next;
    } while (temp != start);
    printf("(back to start)\n");
}

int main() {
    Create();
    Display();
    return 0;
}
‎[08/12/24, 21:44:38] O2: ‎image omitted
‎[08/12/24, 22:49:18] O2: ‎image omitted
‎[09/12/24, 01:11:03] Aman: ‎image omitted
‎[09/12/24, 01:11:03] Aman: ‎image omitted
‎[09/12/24, 01:11:04] Aman: ‎image omitted
‎[09/12/24, 01:11:04] Aman: ‎image omitted
‎[09/12/24, 01:11:05] Aman: ‎image omitted
‎[09/12/24, 01:25:23] Aman: DS Unit V Tree.pdf • ‎14 pages ‎document omitted
‎[09/12/24, 01:40:13] Aman: ‎image omitted
‎[09/12/24, 01:58:02] Aman: ‎image omitted
‎[09/12/24, 01:58:02] Aman: ‎image omitted
[09/12/24, 23:01:18] O2: https://www.terabox.app/sharing/link?surl=Xp1vMVS7KyzcQVLUQVOjQA
[09/12/24, 23:04:23] O2: https://1024terabox.com/s/14UDPd1hxNMF71dphMS8Kkg
[10/12/24, 15:59:12] O2: Switch off ho gya tha
[10/12/24, 21:58:27] O2: https://www.terabox.app/sharing/link?surl=6wkhTcx6T6tUHMEOYtIDcQ
[12/12/24, 21:58:12] Aman: hello
[12/12/24, 22:01:48] Aman: suo
[12/12/24, 22:01:51] Aman: suno
[12/12/24, 22:02:09] O2: g sunaiye
[12/12/24, 22:02:20] Aman: mai keh rha tha ki
[12/12/24, 22:02:23] O2: g
[12/12/24, 22:02:32] Aman: ab se kuch dino
[12/12/24, 22:02:38] O2: tak...
[12/12/24, 22:02:45] Aman: hamari
[12/12/24, 22:02:55] O2: 😧
[12/12/24, 22:02:59] O2: 🥺
[12/12/24, 22:03:01] Aman: video call me baat nhi ho payegi
[12/12/24, 22:03:06] O2: 😫😫
[12/12/24, 22:03:16] O2: kyuuuuuuu
[12/12/24, 22:03:33] Aman: 🥹
[12/12/24, 22:03:48] O2: kya😑
[12/12/24, 22:03:54] Aman: earbuds chale gye h
[12/12/24, 22:04:43] O2: so what hnn
[12/12/24, 22:04:49] O2: kuchh bhi
[12/12/24, 22:04:58] O2: chle gye to kya baat nhi hogi
[12/12/24, 22:05:06] O2: 😑😑
[12/12/24, 22:05:16] Aman: so kaise hogi tum hi batao
[12/12/24, 22:05:19] Aman: ?
[12/12/24, 22:05:26] Aman: awaz nhi jayegi?
[12/12/24, 22:05:28] O2: thodi der audio call
[12/12/24, 22:05:33] O2: thodi der muted vc
[12/12/24, 22:42:48] O2: https://youtube.com/shorts/zk9IhC22Pwo?si=FpcWArORiCCLAgOl
[12/12/24, 22:48:07] O2: https://youtu.be/Aoia0t0z0yE?si=9T0T9926H__1MayK
‎[12/12/24, 23:32:52] Aman: SE syllabus.pdf • ‎67 pages ‎document omitted
‎[13/12/24, 01:44:30] O2: ‎image omitted
[13/12/24, 11:51:16] O2: https://www.youtube.com/watch?v=mohc0Y9K41Q&ab_channel=POWERELECTRONICSByProf.JBJawale
[13/12/24, 12:13:29] O2: tum lunch kar k aa jao
[13/12/24, 12:13:38] O2: abhi network   kafi poor h
[13/12/24, 12:13:58] Aman: Yeh kya tareeka tha!😑
[13/12/24, 12:14:06] Aman: 12:30 Tak jaunga mai
‎[14/12/24, 01:03:35] O2: ‎image omitted
‎[14/12/24, 01:10:36] O2: ‎image omitted
‎[14/12/24, 09:07:30] O2: ‎image omitted
[14/12/24, 14:59:53] Aman: ❤️
‎[14/12/24, 15:00:26] O2: ‎image omitted
‎[14/12/24, 15:00:37] O2: ‎image omitted
[14/12/24, 21:30:18] Aman: 5 min me karte h phir
[14/12/24, 21:30:43] O2: ok
[14/12/24, 23:46:51] O2: wein bridge oscillatorkis unit ka h
[15/12/24, 01:17:26] O2: Kaha gye
[15/12/24, 10:35:58] Aman: Bus 2 min
[15/12/24, 10:36:43] O2: 🙏🏻
[15/12/24, 10:48:46] Aman: ‎Video call, ‎No answer
[15/12/24, 10:52:55] Aman: ‎Video call, ‎26 min
[15/12/24, 11:20:22] O2: ‎Video call, ‎1 hr
[15/12/24, 13:49:20] O2: ‎Missed video call, ‎Click to call back
[15/12/24, 14:25:36] Aman: ‎Video call, ‎2 hr
[15/12/24, 16:29:19] Aman: ‎Video call, ‎46 min
[15/12/24, 16:41:23] Aman: https://youtube.com/playlist?list=PL2Q_0aXptwl1foD9eKFGXo3iQfOriDmp5&si=qHwUisSG9Vz4PxE7
[16/12/24, 00:29:56] Aman: ‎Video call, ‎No answer
[16/12/24, 00:31:00] O2: 1 min bs
[16/12/24, 00:34:07] O2: ‎Video call, ‎18 min
[16/12/24, 01:03:36] Aman: ‎Video call, ‎Ended
[16/12/24, 01:13:24] Aman: ‎Call failed, ‎Try again
[16/12/24, 01:13:50] O2: ‎Missed video call, ‎Click to call back
[16/12/24, 01:14:21] Aman: ‎Video call, ‎20 sec
[16/12/24, 01:14:54] Aman: ‎Video call, ‎1 hr
[16/12/24, 02:21:33] O2: ‎Video call, ‎Answered on other device
[16/12/24, 09:35:23] Aman: ‎Voice call, ‎1 min
[16/12/24, 21:46:27] Aman: https://youtu.be/tZFQ787VERE?si=wIJywRRvxJwevj8M
[17/12/24, 01:17:09] Aman: ‎Video call, ‎20 sec
[17/12/24, 01:17:59] Aman: ‎Video call, ‎No answer
[17/12/24, 01:18:00] O2: ‎Video call, ‎46 min
[17/12/24, 01:33:00] Aman: https://be-iitkgp.vlabs.ac.in/exp/operational-amplifier/simulation/rcintegrator_opamp.html
[17/12/24, 01:33:21] Aman: https://aec-iitkgp.vlabs.ac.in/exp/schmitt-trigger/simulation.html
‎[17/12/24, 07:20:52] Aman: ‎image omitted
‎[17/12/24, 07:21:52] Aman: ‎image omitted
‎[17/12/24, 07:22:30] Aman: ‎image omitted
‎[17/12/24, 07:23:52] Aman: ‎image omitted
[17/12/24, 07:23:52] Aman: Cs
‎[17/12/24, 07:25:19] Aman: ‎image omitted
‎[17/12/24, 07:25:20] Aman: ‎image omitted
[17/12/24, 07:25:24] Aman: Wein bridge
[17/12/24, 07:25:36] Aman: Three opamp instrumentation
[17/12/24, 07:30:17] Aman: Yeh chota vala dabba multimeter hota h
[17/12/24, 07:30:43] O2: Thik h
[17/12/24, 07:31:51] O2: Opamp parameters vle experiment me cmrr aur slew rate measure krne k liye alag alag bnana pdega?
[17/12/24, 07:32:29] Aman: Hmm
[17/12/24, 08:00:13] O2: ‎This message was deleted.
[18/12/24, 00:23:12] O2: ‎Video call, ‎23 min
[18/12/24, 00:49:55] O2: ‎Video call, ‎21 min
[18/12/24, 01:10:41] O2: ?
[18/12/24, 01:10:45] O2: ‎Missed video call, ‎Click to call back
[18/12/24, 01:24:06] Aman: ‎Video call, ‎32 min
[18/12/24, 02:15:17] Aman: ‎Video call, ‎No answer
[18/12/24, 02:24:09] O2: ‎Video call, ‎60 min
[18/12/24, 03:25:05] O2: ‎Video call, ‎8 min
[18/12/24, 03:40:24] Aman: https://youtu.be/Ihy2qlNhExg?si=qYI1JLiV097dlc-a
[18/12/24, 03:48:03] Aman: https://youtu.be/-7GjEme2vnc?si=4eatTgzUrFdjvgpx
[18/12/24, 03:48:08] Aman: mod 6 and 9
‎[18/12/24, 03:49:36] Aman: ‎image omitted
[18/12/24, 08:11:39] Aman: https://youtu.be/vIxihMsMOjQ?si=PX2wrUjDDWyyE8f0
[18/12/24, 09:02:37] Aman: ‎Voice call, ‎1 min
[18/12/24, 20:00:43] O2: ‎Missed voice call, ‎Click to call back
[18/12/24, 22:19:50] O2: ‎Missed video call, ‎Click to call back
[18/12/24, 23:34:35] Aman: ‎Video call, ‎No answer
[18/12/24, 23:37:17] Aman: hello
[18/12/24, 23:50:56] O2: hm
[18/12/24, 23:52:19] Aman: ‎Video call, ‎28 sec
[18/12/24, 23:53:18] O2: ‎Video call, ‎32 sec
[18/12/24, 23:54:37] O2: ‎Video call, ‎2 min
[18/12/24, 23:57:06] O2: ‎Video call, ‎Ended
[18/12/24, 23:57:11] O2: ‎Missed voice call, ‎Click to call back
[18/12/24, 23:57:26] Aman: ‎Video call, ‎14 sec
[18/12/24, 23:57:50] Aman: ‎Voice call, ‎No answer
[18/12/24, 23:57:50] O2: ‎Voice call, ‎Ended
[18/12/24, 23:58:10] Aman: ‎Voice call, ‎No answer
[18/12/24, 23:59:19] Aman: ‎Voice call, ‎No answer
[18/12/24, 23:59:44] Aman: utha hi nhi rhi tum
[18/12/24, 23:59:44] O2: ‎Video call, ‎41 min
[19/12/24, 00:41:25] O2: ‎Video call, ‎29 min
[19/12/24, 01:10:25] Aman: ‎Video call, ‎No answer
[19/12/24, 09:14:45] O2: ‎Voice call, ‎Answered on other device
[19/12/24, 11:47:03] Aman: ‎Video call, ‎No answer
[19/12/24, 11:47:55] Aman: ‎Video call, ‎No answer
[19/12/24, 12:13:45] O2: ‎Missed voice call, ‎Click to call back
